Recipe_Name,Ingredients,Number_of_Ingredients,Amounts,Cooking_Time,Cooking_Time_Unit,Cooking_Time_Seconds,Calories,Sodium,Fat,Protein,Carbs,Fiber,Servings,Star_Rating,Number_of_Reviews,Course,Directions,avocado,banana,basil,beans,beef,bell pepper,broccoli,butter,carrot,celery,chicken breast,cilantro,cucumber,egg,eggplant,flour,garlic,garlic powder,ginger,green beans,ground beef,honey,lemon,lettuce,lime,mayonnaise,milk,mozzarella,mushroom,oil,olive oil,onion,oregano,paprika,pasta,pepper,potato,red onion,salmon,salt,scallion,shrimp,soy sauce,sugar,tomato,tomato paste,water,yogurt,zucchini,Actual_Ingredients,Number_of_Actual_Ingredients,Remove_Indices_1
Easy Chicken Enchiladas Verdes,"['ground cumin', 'ground coriander', 'garlic powder', 'salsa verde', 'soft corn tortillas', 'shredded Mexican style cheese', 'rotisserie chicken', 'cilantro', 'sour cream']",9,"{'ground cumin': '2 jars ', 'ground coriander': '12 ounces ', 'garlic powder': '0.33 cup ', 'salsa verde': '1 teaspoon ', 'soft corn tortillas': '1 teaspoon ', 'shredded Mexican style cheese': '0.5 teaspoon ', 'rotisserie chicken': '1 cup ', 'cilantro': '12  ', 'sour cream': '1 cup '}",42,Minutes,2520,450,990mg,26g,24g,30g,5g,6,4.5,10,Main Dish,http://yummly.com/recipe/Easy-Chicken-Enchiladas-Verdes-9083652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['ground cumin', 'ground coriander', 'salsa verde', 'soft corn tortillas', 'shredded Mexican style cheese', 'rotisserie chicken', 'cilantro', 'sour cream']",8,[2]
Slow Cooker Chicken and Garlic with Orzo,"['salt', 'garlic cloves', 'flour', 'boneless chicken breasts']",4,"{'salt': '3  ', 'garlic cloves': '10  ', 'flour': '1 pinch ', 'boneless chicken breasts': '1 tablespoon '}",8,Minutes,480,140,180mg,3.5g,24g,3g,0g,6,,0,Main Dish,http://yummly.com/recipe/Slow-Cooker-Chicken-and-Garlic-with-Orzo-1043024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['garlic cloves', 'flour', 'boneless chicken breasts']",3,[0]
Lemon Dijon Chicken,"['Tyson® Grilled & Ready® Chicken Breast Fillets', 'chicken broth', 'olive oil', 'lemon juice', 'dried basil leaves', 'Dijon mustard', 'minced garlic']",7,"{'Tyson® Grilled & Ready® Chicken Breast Fillets': '4  ', 'chicken broth': '1 tablespoon ', 'olive oil': '0.5 cup ', 'lemon juice': '2 tablespoons ', 'dried basil leaves': '1 teaspoon ', 'Dijon mustard': '1 teaspoon ', 'minced garlic': '1 tablespoon '}",12,Minutes,720,45,10mg,4.5g,1g,2g,0g,4,4.5,5,Main Dish,http://yummly.com/recipe/Lemon-Dijon-Chicken-9063820,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['Tyson® Grilled & Ready® Chicken Breast Fillets', 'chicken broth', 'lemon juice', 'dried basil leaves', 'Dijon mustard', 'minced garlic']",6,[2]
Creamy Sun-dried Tomato Pasta,"['sun-dried tomatoes', 'olive oil', 'mozzarella cheese', 'half and half', 'pepper flakes', 'whole wheat penne', 'fresh parsley', 'white wine', 'Himalayan salt', 'sliced mushrooms', 'paprika', 'garlic cloves', 'organic milk']",13,"{'sun-dried tomatoes': '1 pound ', 'olive oil': '2 tablespoons ', 'mozzarella cheese': '4  ', 'half and half': '0.33 cup ', 'pepper flakes': '1 pound ', 'whole wheat penne': '6 ounces ', 'fresh parsley': '6 ounces ', 'white wine': '1 cup ', 'Himalayan salt': '0.25 cup ', 'sliced mushrooms': '1 teaspoon ', 'paprika': '0.5 teaspoon ', 'garlic cloves': '1  ', 'organic milk': '1  '}",20,Minutes,1200,680,1100mg,28g,35g,79g,10g,6,,0,Main Dish,http://yummly.com/recipe/Creamy-Sun-dried-Tomato-Pasta-850024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,2,9,-1,1,-1,-1,10,5,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['sun-dried tomatoes', 'mozzarella cheese', 'half and half', 'pepper flakes', 'whole wheat penne', 'fresh parsley', 'white wine', 'sliced mushrooms', 'garlic cloves', 'organic milk']",10,"[8, 10, 1]"
One-Pot Penne Pasta,"['penne pasta', 'onion', 'Oscar Mayer Center Cut Bacon', 'fresh mushrooms', 'pasta sauce', 'water', 'garlic', 'extra lean ground beef', 'fresh parsley', 'KRAFT Shredded Colby & Monterey Jack Cheeses', 'no-salt-added diced tomatoes']",11,"{'penne pasta': '8 slices ', 'onion': '1 pound ', 'Oscar Mayer Center Cut Bacon': '3 cups ', 'fresh mushrooms': '1  ', 'pasta sauce': '2 cloves ', 'water': '2 cans ', 'garlic': '24 ounces ', 'extra lean ground beef': '1.5 cups ', 'fresh parsley': '3 cups ', 'KRAFT Shredded Colby & Monterey Jack Cheeses': '1 cup ', 'no-salt-added diced tomatoes': '0.25 cup '}",100,Minutes,6000,440,630mg,19g,23g,44g,4g,8,4,3,Main Dish,http://yummly.com/recipe/One-Pot-Penne-Pasta-1704507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,5,-1,-1,"['penne pasta', 'onion', 'Oscar Mayer Center Cut Bacon', 'fresh mushrooms', 'pasta sauce', 'garlic', 'extra lean ground beef', 'fresh parsley', 'KRAFT Shredded Colby & Monterey Jack Cheeses', 'no-salt-added diced tomatoes']",10,[5]
Chicken Stir Fry with Rice Noodles (30 minute meal),"['cornstarch', 'rice noodles', 'chicken broth', 'soy sauce', 'sesame oil', 'vegetable oil', 'ketchup', 'fresh ginger', 'broccoli', 'shiitake mushroom', 'skinless boneless chicken breasts', 'green bell pepper, sliced']",12,"{'cornstarch': '12 ounces ', 'rice noodles': '3 tablespoons ', 'chicken broth': '2  ', 'soy sauce': '0.5  ', 'sesame oil': '1 cup ', 'vegetable oil': '4 ounces ', 'ketchup': '1 tablespoon ', 'fresh ginger': '0.5 cup ', 'broccoli': '2 tablespoons ', 'shiitake mushroom': '2 tablespoons ', 'skinless boneless chicken breasts': '1 teaspoon ', 'green bell pepper, sliced': '3  '}",30,Minutes,1800,290,640mg,12g,16g,29g,3g,4,4.5,26,Main Dish,http://yummly.com/recipe/Chicken-Stir-Fry-with-Rice-Noodles-_30-minute-meal_-1619462,-1,-1,-1,-1,-1,11,8,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,"['cornstarch', 'rice noodles', 'chicken broth', 'soy sauce', 'sesame oil', 'ketchup', 'fresh ginger', 'broccoli', 'shiitake mushroom', 'skinless boneless chicken breasts', 'green bell pepper, sliced']",11,[5]
Greek Salad with Pork,"['baby spinach', 'nonstick spray', 'creamy Greek dressing', 'cucumber', 'kosher salt', 'greek seasoning', 'black pepper', 'pork cutlets', 'cherry tomatoes', 'small onion']",10,"{'baby spinach': '1.25 pounds ', 'nonstick spray': '1 cup ', 'creamy Greek dressing': '6 ounces ', 'cucumber': '12  ', 'kosher salt': '0.5  ', 'greek seasoning': '0.5  ', 'black pepper': '2.5 teaspoons ', 'pork cutlets': '0.25 teaspoon ', 'cherry tomatoes': '1  ', 'small onion': '1  '}",30,Minutes,1800,,,,,,,4,,0,Salad,http://yummly.com/recipe/Greek-Salad-with-Pork-2248027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,6,-1,-1,-1,4,-1,-1,-1,-1,8,-1,-1,-1,-1,"['baby spinach', 'nonstick spray', 'creamy Greek dressing', 'cucumber', 'greek seasoning', 'pork cutlets', 'cherry tomatoes', 'small onion']",8,"[4, 6]"
Stuffed Peppers,"['diced tomatoes', 'chicken broth', 'onion', 'olive oil', 'garlic', 'ground beef', 'coriander', 'rice', 'peppers', 'cajun seasoning', 'cumin']",11,"{'diced tomatoes': '6  ', 'chicken broth': '2 tablespoons ', 'onion': '0.5  ', 'olive oil': '2 cloves ', 'garlic': '1 pound ', 'ground beef': '1 cup ', 'coriander': '1 can ', 'rice': '2 cups ', 'peppers': '1 tablespoon ', 'cajun seasoning': '1 teaspoon ', 'cumin': '1 teaspoon '}",90,Minutes,5400,270,75mg,17g,17g,13g,<1g,6,4.5,10,Main Dish,http://yummly.com/recipe/Stuffed-Peppers-1765228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,"['diced tomatoes', 'chicken broth', 'onion', 'garlic', 'ground beef', 'coriander', 'rice', 'peppers', 'cajun seasoning', 'cumin']",10,[3]
Classic Ground Beef Taquitos,"['oil', 'ground beef', 'tortillas', 'shredded cheddar cheese', 'guacamole', 'salsa']",6,"{'oil': '0.5 pound ', 'ground beef': '0.5 cup ', 'tortillas': '12  ', 'shredded cheddar cheese': '0.25 cup ', 'guacamole': '2 cups ', 'salsa': '1  '}",38,Minutes,2280,600,570mg,47g,10g,37g,2g,12,4.5,3,Main Dish,http://yummly.com/recipe/Classic-Ground-Beef-Taquitos-2360666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['ground beef', 'tortillas', 'shredded cheddar cheese', 'guacamole', 'salsa']",5,[0]
Ground Beef Bulgogi,"['sesame oil', 'oil', 'garlic', 'ground beef', 'salt', 'sesame seeds', 'crushed red pepper flakes', 'green onions', 'ginger', 'coconut aminos', 'black pepper', 'coconut sugar']",12,"{'sesame oil': '1 tablespoon ', 'oil': '3 cloves ', 'garlic': '1 inch ', 'ground beef': '1 pound ', 'salt': '0.33 cup ', 'sesame seeds': '5 tablespoons ', 'crushed red pepper flakes': '1 tablespoon ', 'green onions': '0.5 teaspoon ', 'ginger': '0.5 teaspoon ', 'coconut aminos': '0.25 teaspoon ', 'black pepper': '3  ', 'coconut sugar': '1 teaspoon '}",30,Minutes,1800,580,600mg,39g,35g,22g,<1g,2,4,8,,http://yummly.com/recipe/Ground-Beef-Bulgogi-2659781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,8,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,10,-1,-1,-1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,"['sesame oil', 'garlic', 'ground beef', 'sesame seeds', 'crushed red pepper flakes', 'green onions', 'ginger', 'coconut aminos', 'coconut sugar']",9,"[4, 10, 1]"
Paella Style Spaghetti with Shrimp,"['green bell peppers', 'garlic', 'saffron', 'cilantro', 'bouillon cube', 'yellow onion', 'spaghetti', 'tomato', 'shrimp']",9,"{'green bell peppers': '350 grams ', 'garlic': '1 package ', 'saffron': '2  ', 'cilantro': '1  ', 'bouillon cube': '1  ', 'yellow onion': '2 cloves ', 'spaghetti': '1  ', 'tomato': '1 teaspoon ', 'shrimp': '0.5 bunch '}",30,Minutes,1800,130,135mg,2g,19g,8g,2g,4,,0,Main Dish,http://yummly.com/recipe/Paella-Style-Spaghetti-with-Shrimp-497357,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,6,-1,-1,-1,-1,-1,-1,8,-1,-1,7,-1,-1,-1,-1,"['green bell peppers', 'garlic', 'saffron', 'cilantro', 'bouillon cube', 'yellow onion', 'spaghetti', 'tomato', 'shrimp']",9,[]
Ultimate Chicken Spaghetti,"['velveeta cheese', 'garlic powder', 'boneless skinless chicken breasts', 'onion powder', 'cream cheese', 'spaghetti', 'cream of mushroom soup', 'shredded sharp cheddar cheese', 'tomatoes']",9,"{'velveeta cheese': '2 pounds ', 'garlic powder': '16 ounces ', 'boneless skinless chicken breasts': '10 ounces ', 'onion powder': '21 ounces ', 'cream cheese': '16 ounces ', 'spaghetti': '4 ounces ', 'cream of mushroom soup': '1 teaspoon ', 'shredded sharp cheddar cheese': '1 teaspoon ', 'tomatoes': '1 cup '}",65,Minutes,3900,580,1210mg,26g,41g,47g,2g,9,4.5,19,Main Dish,http://yummly.com/recipe/Ultimate-Chicken-Spaghetti-2358766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,"['velveeta cheese', 'boneless skinless chicken breasts', 'onion powder', 'cream cheese', 'spaghetti', 'cream of mushroom soup', 'shredded sharp cheddar cheese', 'tomatoes']",8,[1]
Massaman Curry,"['cashews', 'fish sauce', 'sesame oil', 'onion', 'curry powder', 'minced ginger', 'hoisin sauce', 'brown sugar', 'coconut milk', 'tamari sauce', 'potatoes', 'crunchy peanut butter', 'minced garlic', 'skinless boneless chicken breast']",14,"{'cashews': '1 can ', 'fish sauce': '0.25 cup ', 'sesame oil': '0.25 cup ', 'onion': '2 tablespoons ', 'curry powder': '2 tablespoons ', 'minced ginger': '1 tablespoon ', 'hoisin sauce': '2 tablespoons ', 'brown sugar': '2 tablespoons ', 'coconut milk': '2 teaspoons ', 'tamari sauce': '1 teaspoon ', 'potatoes': '1 cup ', 'crunchy peanut butter': '1.25 pounds ', 'minced garlic': '3 cups ', 'skinless boneless chicken breast': '0.5 cup '}",35,Minutes,2100,870,1360mg,56g,46g,53g,8g,4,5,2,Main Dish,http://yummly.com/recipe/Massaman-Curry-2524205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,12,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,"['cashews', 'fish sauce', 'sesame oil', 'onion', 'curry powder', 'minced ginger', 'hoisin sauce', 'coconut milk', 'tamari sauce', 'potatoes', 'crunchy peanut butter', 'minced garlic', 'skinless boneless chicken breast']",13,[7]
Greek Burgers,"['lemon', 'pita bread', 'onion', 'ground beef', 'milk', 'honey', 'garlic clove', 'cucumber', 'mint', 'tomato', 'ground black pepper', 'lettuce leaves', 'plain yogurt', 'salt', 'feta cheese', 'ground pork', 'red onion', 'Dijon mustard', 'dried oregano']",19,"{'lemon': '5  ', 'pita bread': '0.25 cup ', 'onion': '250 grams ', 'ground beef': '250 grams ', 'milk': '2 tablespoons ', 'honey': '0.5  ', 'garlic clove': '2 tablespoons ', 'cucumber': '1  ', 'mint': '0.5 teaspoon ', 'tomato': '1  ', 'ground black pepper': '1  ', 'lettuce leaves': '0.5  ', 'plain yogurt': '0.5 cup ', 'salt': '1 cup ', 'feta cheese': '1 tablespoon ', 'ground pork': '0.5 teaspoon ', 'red onion': '0.5 cup ', 'Dijon mustard': '1 tablespoon ', 'dried oregano': '1  '}",40,Minutes,2400,500,740mg,25g,29g,42g,6g,5,,0,Main Dish,http://yummly.com/recipe/Greek-Burgers-627036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,6,-1,-1,-1,3,5,0,11,-1,-1,4,-1,-1,-1,-1,2,18,-1,-1,10,-1,16,-1,13,-1,-1,-1,-1,9,-1,-1,12,-1,"['lemon', 'pita bread', 'onion', 'ground beef', 'milk', 'honey', 'garlic clove', 'cucumber', 'mint', 'tomato', 'lettuce leaves', 'plain yogurt', 'feta cheese', 'ground pork', 'red onion', 'Dijon mustard']",16,"[13, 10, 18]"
Spicy Lime Grilled Chicken,"['lime juice', 'freshly ground pepper', 'oregano', 'garlic', 'extra-virgin olive oil', 'onion powder', 'kosher salt', 'red pepper flakes', 'lime zest', 'boneless, skinless chicken breast halves']",10,"{'lime juice': '6  ', 'freshly ground pepper': '2 cloves ', 'oregano': '2 tablespoons ', 'garlic': '2 tablespoons ', 'extra-virgin olive oil': '2 teaspoons ', 'onion powder': '2 teaspoons ', 'kosher salt': '1 teaspoon ', 'red pepper flakes': '1 teaspoon ', 'lime zest': '1  ', 'boneless, skinless chicken breast halves': '1  '}",45,Minutes,2700,50,135mg,4.5g,0g,3g,<1g,6,4,20,Main Dish,http://yummly.com/recipe/Spicy-Lime-Grilled-Chicken-1329409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['lime juice', 'freshly ground pepper', 'garlic', 'onion powder', 'red pepper flakes', 'lime zest', 'boneless, skinless chicken breast halves']",7,"[6, 2, 4]"
Avocado Salad,"['lime juice', 'salt', 'lime', 'green pepper', 'cilantro', 'pitted black olives', 'tomato', 'avocado', 'chevre']",9,"{'lime juice': '1  ', 'salt': '0.5  ', 'lime': '0.25 cup ', 'green pepper': '0.25 cup ', 'cilantro': '12  ', 'pitted black olives': '2 ounces ', 'tomato': '0.5 teaspoon ', 'avocado': '1  ', 'chevre': '2 teaspoons '}",30,Minutes,1800,150,370mg,12g,5g,9g,5g,4,4,1,Salad,http://yummly.com/recipe/Avocado-Salad-1063929,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,"['lime juice', 'lime', 'green pepper', 'cilantro', 'pitted black olives', 'tomato', 'avocado', 'chevre']",8,[1]
Spicy Aubergine with Udon Noodles,"['soy sauce', 'sake', 'peanut oil', 'garlic', 'rice vinegar', 'aubergine', 'lean ground beef', 'scallions', 'dried udon noodles', 'mirin', 'yellow bell pepper', 'sambal oelek', 'fresh ginger']",13,"{'soy sauce': '3 tablespoons ', 'sake': '3 tablespoons ', 'peanut oil': '3 tablespoons ', 'garlic': '3 tablespoons ', 'rice vinegar': '2 tablespoons ', 'aubergine': '1.5 pounds ', 'lean ground beef': '8 tablespoons ', 'scallions': '3 cloves ', 'dried udon noodles': '1 inch ', 'mirin': '1  ', 'yellow bell pepper': '2  ', 'sambal oelek': '1  ', 'fresh ginger': '4  '}",55,Minutes,3300,590,800mg,36g,40g,21g,9g,4,,0,Main Dish,http://yummly.com/recipe/Spicy-Aubergine-with-Udon-Noodles-1799983,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,12,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,"['soy sauce', 'sake', 'peanut oil', 'garlic', 'rice vinegar', 'aubergine', 'lean ground beef', 'scallions', 'dried udon noodles', 'mirin', 'yellow bell pepper', 'sambal oelek', 'fresh ginger']",13,[]
Easy Korean Sticky Chicken,"['cornstarch', 'boneless, skinless chicken thighs', 'toasted sesame oil', 'water', 'vegetable oil', 'garlic', 'salt', 'toasted sesame seeds', 'honey', 'seasoned rice vinegar', 'green onions', 'mirin', 'gochujang', 'fresh ginger']",14,"{'cornstarch': '2  ', 'boneless, skinless chicken thighs': '1.5 pounds ', 'toasted sesame oil': '1 teaspoon ', 'water': '4 teaspoons ', 'vegetable oil': '1 teaspoon ', 'garlic': '0.5 inch ', 'salt': '2 cloves ', 'toasted sesame seeds': '3 tablespoons ', 'honey': '2 tablespoons ', 'seasoned rice vinegar': '1 tablespoon ', 'green onions': '1 tablespoon ', 'mirin': '1 tablespoon ', 'gochujang': '2 tablespoons ', 'fresh ginger': '1 teaspoon '}",20,Minutes,1200,370,650mg,19g,35g,12g,1g,4,4.5,55,Main Dish,http://yummly.com/recipe/Easy-Korean-Sticky-Chicken-9101934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,13,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,10,-1,-1,-1,-1,-1,3,-1,-1,"['cornstarch', 'boneless, skinless chicken thighs', 'toasted sesame oil', 'garlic', 'toasted sesame seeds', 'honey', 'seasoned rice vinegar', 'green onions', 'mirin', 'gochujang', 'fresh ginger']",11,"[6, 4, 3]"
Baked Beef Empanadas,"['onion', 'olive oil', 'ground beef', 'adobo seasoning', 'sofrito', 'egg', 'empanada wrappers']",7,"{'onion': '12  ', 'olive oil': '2 pounds ', 'ground beef': '1  ', 'adobo seasoning': '4 tablespoons ', 'sofrito': '1  ', 'egg': '1  ', 'empanada wrappers': '1  '}",55,Minutes,3300,,,,,,,4,4.5,12,,http://yummly.com/recipe/Baked-Beef-Empanadas-1022941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['onion', 'ground beef', 'adobo seasoning', 'sofrito', 'egg', 'empanada wrappers']",6,[1]
Classic Stuffed Peppers,"['white rice', 'green bell peppers', 'garlic powder', 'salt', 'ground beef', 'chopped onion', 'tomato sauce', 'black pepper']",8,"{'white rice': '3  ', 'green bell peppers': '15 ounces ', 'garlic powder': '0.5 pound ', 'salt': '0.33 cup ', 'ground beef': '1 cup ', 'chopped onion': '0.12 teaspoon ', 'tomato sauce': '0.12 teaspoon ', 'black pepper': '0.12 teaspoon '}",40,Minutes,2400,410,550mg,12g,17g,58g,6g,4,4.5,8,Main Dish,http://yummly.com/recipe/Classic-Stuffed-Peppers-2329557,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,7,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['white rice', 'green bell peppers', 'ground beef', 'chopped onion', 'tomato sauce']",5,"[3, 7, 2]"
Hearty Vegetable Soup,"['diced tomatoes', 'onion', 'vegetable broth', 'celery stalk', 'lemon', 'bay leaf', 'fresh parsley', 'Himalayan salt', 'veggies', 'black pepper', 'cumin']",11,"{'diced tomatoes': '1  ', 'onion': '1  ', 'vegetable broth': '4 cups ', 'celery stalk': '0.5  ', 'lemon': '1  ', 'bay leaf': '1  ', 'fresh parsley': '2 teaspoons ', 'Himalayan salt': '0.5 cup ', 'veggies': '0.5 teaspoon ', 'black pepper': '1  ', 'cumin': '1  '}",30,Minutes,1800,40,760mg,0g,2g,10g,3g,5,5,4,,http://yummly.com/recipe/Hearty-Vegetable-Soup-2500666,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,9,-1,-1,-1,7,-1,-1,-1,-1,0,-1,-1,-1,-1,"['diced tomatoes', 'onion', 'vegetable broth', 'celery stalk', 'lemon', 'bay leaf', 'fresh parsley', 'veggies', 'cumin']",9,"[7, 9]"
Vegan Red Lentil Curry,"['coconut oil', 'low sodium vegetable broth', 'basmati rice', 'lemon', 'full fat coconut milk', 'fresh turmeric', 'serrano peppers', 'ground coriander', 'ground cumin', 'curry powder', 'garlic', 'fresh ginger', 'fresh cilantro', 'cayenne pepper', 'cracked black pepper', 'naan bread', 'red lentils', 'crushed tomatoes', 'chili powder', 'kosher salt', 'creamy almond butter', 'Garam Masala']",22,"{'coconut oil': '1 tablespoon ', 'low sodium vegetable broth': '4 cloves ', 'basmati rice': '2 inches ', 'lemon': '1 tablespoon ', 'full fat coconut milk': '2  ', 'fresh turmeric': '1 teaspoon ', 'serrano peppers': '0.5 teaspoon ', 'ground coriander': '1 teaspoon ', 'ground cumin': '2 teaspoons ', 'curry powder': '1 teaspoon ', 'garlic': '0.12 teaspoon ', 'fresh ginger': '1  ', 'fresh cilantro': '1  ', 'cayenne pepper': '1 cup ', 'cracked black pepper': '2 cups ', 'naan bread': '14 ounces ', 'red lentils': '14 ounces ', 'crushed tomatoes': '3 tablespoons ', 'chili powder': '0.5  ', 'kosher salt': '1  ', 'creamy almond butter': '1  ', 'Garam Masala': '1  '}",60,Minutes,3600,650,500mg,36g,21g,69g,22g,4,4.5,56,Main Dish,http://yummly.com/recipe/Vegan-Red-Lentil-Curry-2669144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,10,-1,11,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,19,-1,-1,-1,-1,17,-1,-1,-1,-1,"['coconut oil', 'low sodium vegetable broth', 'basmati rice', 'lemon', 'full fat coconut milk', 'fresh turmeric', 'serrano peppers', 'ground coriander', 'ground cumin', 'curry powder', 'garlic', 'fresh ginger', 'fresh cilantro', 'cayenne pepper', 'naan bread', 'red lentils', 'crushed tomatoes', 'chili powder', 'creamy almond butter', 'Garam Masala']",20,"[19, 14]"
Chicken Salad Chick Chicken Salad,"['ground black pepper', 'chicken tenders', 'ranch salad dressing mix', 'salt', 'low sodium chicken stock', 'celery']",6,"{'ground black pepper': '1.5 pounds ', 'chicken tenders': '32 ounces ', 'ranch salad dressing mix': '2 tablespoons ', 'salt': '2 teaspoons ', 'low sodium chicken stock': '0.5 teaspoon ', 'celery': '0.5 teaspoon '}",40,Minutes,2400,230,590mg,7g,40g,3g,0g,4,5,3,,http://yummly.com/recipe/Chicken-Salad-Chick-Chicken-Salad-2729173,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['chicken tenders', 'ranch salad dressing mix', 'low sodium chicken stock', 'celery']",4,"[3, 0]"
